1657977342609,1657977339659
1657977342622,1657977339973
1657977342635,1657977340480
1657977342647,1657977339245
1657977342658,1657977339593
1657977342670,1657977339861
1657977342682,1657977339883
1657977342693,1657977340646
1657977342704,1657977340393
1657977342715,1657977339747
1657977342735,1657977340199
1657977342747,1657977340055
1657977342758,1657977340010
1657977342771,1657977340312
1657977342782,1657977340465
1657977342793,1657977340799
1657977342804,1657977340077
1657977342817,1657977339707
1657977342828,1657977340850
1657977342841,1657977340053
1657977342853,1657977339912
1657977342865,1657977340559
1657977342876,1657977339365
1657977342889,1657977340282
1657977342900,1657977340150
1657977342911,1657977340192
1657977342924,1657977341010
1657977342936,1657977339632
1657977342948,1657977340625
1657977342959,1657977340277
1657977342971,1657977339872
1657977342982,1657977339451
1657977342994,1657977340734
1657977343005,1657977340429
1657977343017,1657977339525
1657977343027,1657977339996
1657977343038,1657977339902
1657977343049,1657977340775
1657977343060,1657977340449
1657977343070,1657977340354
1657977343081,1657977340710
1657977343092,1657977341129
1657977343103,1657977340558
1657977343114,1657977339637
1657977343127,1657977340297
1657977343138,1657977339651
1657977343149,1657977340259
1657977343160,1657977340742
1657977343171,1657977339732
1657977343182,1657977340276
1657977343194,1657977339913
1657977343206,1657977340940
1657977343217,1657977339898
1657977343228,1657977339894
1657977343239,1657977340294
1657977343251,1657977340854
1657977343262,1657977340485
1657977343273,1657977340168
1657977343285,1657977340368
1657977343308,1657977340208
1657977343321,1657977340015
1657977343332,1657977340856
1657977343343,1657977341120
1657977343354,1657977340573
1657977343369,1657977340734
1657977343381,1657977340188
1657977343414,1657977341151
1657977343537,1657977340227
1657977343548,1657977340071
1657977343559,1657977340759
1657977343571,1657977340740
1657977343582,1657977341166
1657977343594,1657977341065
1657977343605,1657977341009
1657977343617,1657977340095
1657977343628,1657977340864
1657977343640,1657977341501
1657977343652,1657977340724
1657977343663,1657977340450
1657977343674,1657977340887
1657977343686,1657977340151
1657977343698,1657977340509
1657977343709,1657977341434
1657977343721,1657977341196
1657977343733,1657977340820
1657977343745,1657977341778
1657977343756,1657977340787
1657977343767,1657977341848
1657977343780,1657977340468
1657977343791,1657977340538
1657977343802,1657977340750
1657977343814,1657977341352
1657977343826,1657977340941
1657977343837,1657977341294
1657977343849,1657977341564
1657977343861,1657977341230
1657977343872,1657977340723
1657977343884,1657977341062
1657977343896,1657977340370
1657977343907,1657977340724
1657977343919,1657977340790
1657977343931,1657977341935
1657977343942,1657977341285
1657977343954,1657977341686
1657977343965,1657977341256
1657977343976,1657977341522
1657977343986,1657977341375
1657977343997,1657977340666
1657977344008,1657977340970
1657977344020,1657977340716
1657977344033,1657977342033
1657977344045,1657977341216
1657977344056,1657977340773
1657977344067,1657977340514
1657977344079,1657977342053
1657977344090,1657977341466
1657977344103,1657977340785
1657977344114,1657977341410
1657977344126,1657977341781
1657977344137,1657977342112
1657977344149,1657977341823
1657977344161,1657977342205
1657977344172,1657977341343
1657977344183,1657977340935
1657977344194,1657977342024
1657977344205,1657977341276
1657977344215,1657977340993
1657977344226,1657977341428
1657977344238,1657977342243
1657977344250,1657977341257
1657977344261,1657977341488
1657977344275,1657977341553
1657977344285,1657977341759
1657977344298,1657977341455
1657977344310,1657977341255
1657977344321,1657977340326
1657977344333,1657977341477
1657977344344,1657977340789
1657977344356,1657977341377
1657977344367,1657977341617
